lat,lon,temp,weather
40.8995,-74.4318,14.5,Mainly clear
40.1823,-74.7768,-8.0,Drizzle: light
39.8858,-73.9423,2.7,Fog
41.3352,-74.6014,11.3,Clear sky
40.1761,-74.1336,34.1,Rain: moderate
39.3372,-75.3465,26.8,Snow fall: slight
39.5884,-75.3286,28.1,Thunderstorm: slight or moderate
40.3369,-74.1717,26.0,Snow fall: slight
40.5905,-73.9618,22.3,Rain: moderate
40.4388,-75.5121,0.7,Rain: moderate
40.0602,-74.5727,10.8,Mainly clear
39.4257,-74.2387,-8.2,Mainly clear
40.142,-74.1572,15.8,Rain: slight
39.7371,-74.9502,20.2,Overcast
41.1307,-73.9883,23.1,Drizzle: light
40.0476,-75.3997,32.7,Drizzle: moderate
39.8136,-75.5373,-5.4,Rain: moderate
39.3876,-74.3741,18.5,Partly cloudy
39.7067,-73.973,-1.8,Mainly clear
39.3379,-74.5039,13.7,Partly cloudy
40.998,-75.4177,13.3,Drizzle: light
39.7407,-75.192,-5.4,Thunderstorm: slight or moderate
40.9721,-75.1229,15.3,Drizzle: moderate
39.0722,-74.9711,33.5,Drizzle: moderate
41.3277,-75.2079,-2.1,Partly cloudy
40.4141,-74.9088,21.9,Clear sky
39.591,-75.0597,27.0,Rain: slight
40.2029,-74.8933,28.7,Partly cloudy
39.1906,-75.1099,26.9,Fog
40.977,-73.9679,-6.9,Rain: slight
39.0345,-75.0454,30.2,Partly cloudy
40.2448,-73.9074,2.5,Fog
40.732,-75.0808,32.9,Fog
41.2609,-75.1607,-6.3,Drizzle: moderate
40.7199,-74.4219,-8.4,Drizzle: light
39.8938,-74.3921,-2.1,Fog
39.7699,-74.6247,12.6,Drizzle: light
39.8207,-74.4176,24.2,Partly cloudy
39.1354,-74.1582,10.5,Mainly clear
39.6634,-75.1711,-2.3,Fog
40.679,-74.7541,30.2,Partly cloudy
41.0422,-74.2369,23.3,Rain: moderate
39.0103,-74.3834,30.2,Thunderstorm: slight or moderate
39.5791,-75.1609,19.0,Mainly clear
40.9142,-74.4023,14.9,Partly cloudy
39.1216,-75.3311,-8.2,Fog
39.06,-73.9099,-8.4,Partly cloudy
39.2966,-74.2649,30.9,Mainly clear
39.1255,-74.2945,-6.6,Partly cloudy
41.0222,-74.8488,22.8,Rain: slight
41.3528,-75.3807,33.1,Overcast
39.2869,-75.435,-3.0,Snow fall: slight
41.282,-75.315,1.3,Partly cloudy
39.9831,-75.2377,16.3,Drizzle: light
40.673,-75.3892,4.6,Mainly clear
40.7221,-74.7236,-5.9,Fog
41.3263,-74.8247,19.9,Drizzle: moderate
40.8803,-75.4479,29.4,Fog
40.8923,-74.3299,25.0,Snow fall: slight
40.0118,-74.5406,21.3,Fog
39.8332,-75.06,27.5,Drizzle: light
40.5374,-75.3435,31.8,Fog
39.103,-75.5957,20.1,Clear sky
39.719,-74.0053,12.5,Mainly clear
39.3308,-74.7823,-9.7,Clear sky
39.5174,-75.1567,32.8,Thunderstorm: slight or moderate
40.3384,-74.8645,15.7,Rain: slight
40.3744,-74.7754,-5.6,Clear sky
40.4412,-75.0563,2.1,Rain: moderate
41.066,-74.0474,-8.2,Drizzle: moderate
41.1237,-75.5862,0.5,Drizzle: moderate
40.7437,-73.9983,5.5,Thunderstorm: slight or moderate
41.395,-74.5518,-0.4,Fog
39.4191,-74.7444,24.7,Drizzle: light
39.9891,-75.4736,25.3,Mainly clear
40.7467,-74.0752,7.7,Fog
39.3939,-74.9764,32.1,Overcast
40.4699,-74.392,10.7,Fog
39.7267,-74.694,23.5,Rain: slight
40.6059,-74.3479,11.5,Partly cloudy
40.7572,-74.5449,0.3,Rain: slight
39.3569,-74.432,-8.0,Mainly clear
40.6722,-75.0586,20.2,Overcast
39.542,-75.3365,18.3,Drizzle: moderate
38.9155,-74.1971,21.0,Partly cloudy
40.2546,-75.5098,1.4,Drizzle: light
40.8243,-75.375,9.7,Fog
40.4155,-74.3132,2.6,Fog
40.1603,-74.6995,34.6,Drizzle: moderate
39.485,-75.0535,-4.3,Snow fall: slight
39.4761,-74.5659,15.7,Thunderstorm: slight or moderate
40.3605,-75.2454,25.3,Rain: slight
40.5442,-74.0397,25.9,Thunderstorm: slight or moderate
40.8064,-75.3728,6.2,Rain: moderate
40.1217,-75.3286,14.6,Thunderstorm: slight or moderate
40.1248,-74.3419,17.7,Clear sky
39.4016,-75.1374,10.3,Drizzle: light
39.8733,-74.7218,22.4,Overcast
39.2682,-75.4744,25.6,Rain: moderate
39.8366,-74.0322,5.6,Rain: slight
39.6214,-75.5559,32.0,Partly cloudy
40.6577,-74.7509,27.2,Drizzle: light
40.0819,-74.8411,30.6,Partly cloudy
39.769,-75.3224,15.3,Overcast
40.3601,-74.2026,32.5,Rain: moderate
39.9447,-74.877,32.4,Snow fall: slight
40.6268,-75.4445,-2.6,Thunderstorm: slight or moderate
39.1194,-73.9432,-9.0,Rain: slight
39.7692,-75.2919,21.8,Snow fall: slight
39.8508,-75.5569,14.3,Thunderstorm: slight or moderate
40.012,-74.993,12.6,Mainly clear
39.1406,-75.2428,29.5,Clear sky
39.0396,-75.3217,27.0,Clear sky
39.7276,-75.4023,10.5,Rain: moderate
40.5999,-75.2035,26.0,Rain: moderate
40.5794,-74.0328,31.6,Overcast
39.2956,-75.0199,1.0,Overcast
40.9882,-74.6336,-7.5,Partly cloudy
40.4103,-74.0594,-4.5,Drizzle: moderate
41.3172,-74.5931,6.3,Rain: moderate
40.3046,-74.5394,12.7,Rain: moderate
39.9465,-75.3078,0.2,Fog
40.6546,-75.0631,-9.8,Drizzle: light
39.7779,-74.2883,2.8,Rain: moderate
40.7839,-75.4308,10.4,Rain: moderate
40.1291,-73.9626,29.2,Rain: moderate
40.449,-74.2244,7.8,Clear sky
40.5951,-74.0695,-9.8,Rain: moderate
39.5653,-74.3901,7.6,Drizzle: light
41.1523,-75.4414,-2.6,Thunderstorm: slight or moderate
40.2434,-74.3026,18.1,Snow fall: slight
39.2501,-74.7687,15.4,Rain: moderate
39.884,-75.2555,12.7,Thunderstorm: slight or moderate
39.1273,-74.4893,31.9,Thunderstorm: slight or moderate
39.958,-75.1215,-4.4,Fog
40.5847,-74.4803,30.8,Drizzle: moderate
39.1989,-75.3032,9.8,Snow fall: slight
40.3337,-75.5209,-4.5,Thunderstorm: slight or moderate
39.9559,-73.9333,-5.3,Thunderstorm: slight or moderate
40.301,-75.4458,4.4,Overcast
40.2907,-75.0205,13.2,Overcast
40.1604,-74.0897,9.8,Snow fall: slight
39.6753,-75.0348,-6.0,Rain: slight
41.1582,-74.3662,23.3,Thunderstorm: slight or moderate
40.902,-74.4707,32.7,Rain: slight
40.7374,-74.932,1.6,Overcast
39.5902,-74.9006,32.4,Snow fall: slight
41.167,-74.9512,-9.5,Drizzle: moderate
39.3481,-75.1361,-4.3,Drizzle: moderate
39.748,-74.8694,-8.6,Overcast
39.5069,-74.8956,-5.7,Rain: moderate
40.9117,-73.9693,1.0,Rain: moderate
41.2002,-74.7027,-8.7,Drizzle: moderate
39.5083,-75.5405,-2.9,Thunderstorm: slight or moderate
39.2063,-74.8871,-1.2,Clear sky
40.9175,-74.6554,-2.0,Rain: moderate
39.4568,-75.0739,22.5,Overcast
40.5739,-75.5278,-2.8,Snow fall: slight
39.5009,-74.2247,19.6,Partly cloudy
41.0276,-74.3474,33.5,Drizzle: light
39.0731,-74.6099,3.7,Clear sky
40.3288,-74.9069,21.5,Rain: moderate
41.187,-75.2376,1.0,Fog
40.8599,-74.3438,-6.8,Fog
39.0694,-75.2062,15.0,Overcast
39.0943,-74.923,6.1,Overcast
41.3534,-74.2458,24.2,Snow fall: slight
41.1804,-74.341,5.0,Fog
38.9474,-74.6804,22.2,Thunderstorm: slight or moderate
39.3762,-74.46,17.2,Snow fall: slight
39.2281,-75.5258,17.8,Drizzle: moderate
40.0344,-74.3795,16.8,Rain: slight
40.5495,-74.3116,17.0,Drizzle: light
41.013,-74.3929,-3.2,Fog
38.9342,-75.3906,-7.6,Rain: slight
39.4003,-75.4237,15.7,Partly cloudy
41.3225,-75.4683,16.5,Overcast
40.0515,-75.0627,-2.4,Snow fall: slight
40.8829,-74.2405,17.6,Snow fall: slight
40.8107,-74.6376,10.3,Clear sky
38.9952,-75.4419,17.0,Thunderstorm: slight or moderate
38.9298,-74.9867,-1.2,Drizzle: light
38.9072,-74.6323,-9.5,Drizzle: light
41.2122,-75.2141,18.6,Snow fall: slight
39.8176,-75.4198,17.3,Drizzle: light
39.9331,-74.7851,0.1,Fog
39.8016,-74.2055,15.6,Rain: moderate
40.1186,-74.9123,-0.5,Drizzle: light
40.3602,-74.4535,15.9,Rain: slight
39.2208,-75.1335,-4.1,Rain: slight
40.9947,-74.2901,19.0,Snow fall: slight
39.8583,-74.8944,-2.0,Fog
40.8157,-75.5791,1.7,Snow fall: slight
39.5271,-74.3543,10.7,Rain: slight
40.9567,-74.4597,31.5,Snow fall: slight
40.48,-75.3305,19.7,Drizzle: moderate
40.9777,-75.0129,-1.0,Rain: moderate
41.3123,-74.8426,26.9,Overcast
41.1845,-74.8701,-5.6,Overcast
39.4458,-75.2991,28.1,Fog
40.7097,-74.4655,-0.9,Mainly clear
40.3546,-74.0503,-7.3,Clear sky
41.1663,-74.6171,23.4,Fog
39.0603,-74.1053,4.5,Thunderstorm: slight or moderate
40.8613,-75.1443,-6.3,Fog
40.2704,-74.5897,-2.6,Fog
41.0361,-74.5251,-6.7,Snow fall: slight
39.645,-74.0412,28.5,Fog
40.8956,-74.2364,7.8,Snow fall: slight
40.1929,-74.4017,12.3,Drizzle: light
41.2778,-74.4334,-1.3,Overcast
39.451,-75.4662,-3.9,Overcast
40.3819,-73.9017,29.2,Mainly clear
41.3667,-75.11,17.7,Partly cloudy
39.5762,-74.958,8.7,Snow fall: slight
40.3896,-74.4795,15.8,Mainly clear
39.4151,-75.1395,15.3,Clear sky
38.9522,-75.0914,11.7,Thunderstorm: slight or moderate
40.4853,-74.503,28.7,Mainly clear
39.5274,-74.2744,11.9,Overcast
39.8398,-74.7345,31.0,Snow fall: slight
39.4168,-75.3369,11.7,Clear sky
40.8814,-75.37,20.6,Overcast
40.3966,-74.7179,15.3,Mainly clear
39.9848,-75.5767,34.1,Overcast
41.1564,-74.6576,32.7,Drizzle: moderate
41.1058,-74.9593,26.8,Drizzle: light
40.3181,-74.4573,-4.3,Rain: slight
40.2953,-75.5179,28.6,Thunderstorm: slight or moderate
40.2383,-74.4859,14.0,Drizzle: moderate
40.1941,-74.5965,-1.2,Clear sky
40.3466,-74.1288,15.0,Drizzle: moderate
39.5779,-73.9363,0.7,Drizzle: light
40.0853,-74.1562,11.1,Rain: slight
40.6403,-75.5509,9.1,Mainly clear
39.9144,-74.4707,7.7,Drizzle: moderate
40.5441,-75.2962,17.0,Thunderstorm: slight or moderate
40.7619,-74.0714,-0.1,Rain: slight
41.0852,-75.1855,19.6,Partly cloudy
40.0566,-74.6319,22.1,Mainly clear
39.2312,-75.4746,26.5,Overcast
41.1392,-74.703,7.3,Thunderstorm: slight or moderate
40.1375,-74.4509,-9.6,Rain: slight
38.9437,-75.5043,14.6,Drizzle: light
39.4088,-75.2953,20.9,Clear sky
40.6446,-74.6946,16.2,Rain: slight
39.0183,-74.1824,24.9,Fog
40.0332,-74.1817,27.0,Fog
39.5026,-74.1944,-4.7,Snow fall: slight
40.6326,-75.4397,2.6,Mainly clear
38.914,-75.1592,5.6,Rain: slight
40.0338,-75.5138,7.5,Snow fall: slight
40.6359,-74.3231,-1.8,Thunderstorm: slight or moderate
39.6218,-74.4578,32.3,Snow fall: slight
41.0151,-74.5868,18.6,Snow fall: slight
39.4982,-75.0114,27.1,Partly cloudy
39.5883,-75.0693,27.6,Fog
40.2769,-74.6106,5.6,Drizzle: light
40.752,-75.1255,32.1,Rain: slight
41.2612,-74.6961,23.5,Snow fall: slight
40.079,-75.3095,21.7,Rain: slight
40.7838,-75.1655,-8.9,Overcast
40.4183,-74.7852,33.2,Mainly clear
38.9058,-74.4813,-6.2,Partly cloudy
39.1151,-74.021,31.8,Mainly clear
39.5626,-74.5782,33.9,Rain: slight
39.4147,-74.5972,-0.4,Partly cloudy
40.7358,-73.911,15.3,Rain: moderate
40.2132,-75.4342,23.5,Rain: moderate
40.237,-74.5979,28.3,Drizzle: moderate
40.0476,-73.907,-3.7,Thunderstorm: slight or moderate
41.1537,-75.2533,23.4,Overcast
41.1392,-74.0521,15.1,Rain: moderate
39.9924,-74.6469,6.8,Rain: moderate
39.9071,-75.3095,3.8,Rain: moderate
39.0545,-74.8912,24.0,Overcast
39.692,-74.4209,-8.4,Overcast
39.7812,-74.186,6.0,Fog
40.5599,-75.4949,-5.5,Overcast
40.8167,-74.7875,10.2,Mainly clear
41.0226,-74.5663,4.5,Rain: moderate
39.5379,-74.6915,28.3,Rain: slight
40.0895,-74.2733,2.1,Drizzle: light
39.9056,-75.4024,25.5,Overcast
40.7265,-73.9875,17.6,Mainly clear
39.8693,-74.4634,32.7,Overcast
39.9223,-74.1404,16.1,Clear sky
38.9402,-75.5413,-8.1,Thunderstorm: slight or moderate
40.3105,-73.9427,10.6,Mainly clear
40.5607,-74.7804,7.1,Clear sky
40.3689,-75.3945,-5.7,Snow fall: slight
39.1037,-74.5663,12.4,Partly cloudy
39.4788,-74.4025,3.9,Partly cloudy
39.1196,-75.1643,16.1,Fog
40.1361,-75.4168,19.1,Snow fall: slight
39.429,-74.8453,-7.4,Rain: slight
40.9619,-74.5343,-1.5,Rain: slight
41.3791,-75.1063,6.0,Partly cloudy
39.1254,-74.1701,9.5,Overcast
41.2084,-75.2359,30.9,Rain: slight
39.3565,-75.5183,23.1,Drizzle: light
41.1103,-74.0607,25.3,Snow fall: slight
39.9739,-75.2857,11.1,Drizzle: light
38.9019,-74.2635,7.1,Overcast
39.554,-74.3836,10.5,Clear sky
39.9147,-74.684,2.5,Rain: slight
40.1012,-75.3811,15.1,Partly cloudy
39.7902,-74.6115,8.2,Rain: moderate
39.3534,-73.9828,8.1,Drizzle: light
39.5344,-75.4353,33.7,Thunderstorm: slight or moderate
40.6567,-75.5978,15.4,Fog
41.3653,-74.7632,34.9,Mainly clear
40.1903,-74.7486,12.4,Overcast
39.223,-74.4148,16.8,Partly cloudy
40.1064,-75.0315,9.6,Drizzle: light
40.7529,-75.1622,5.3,Snow fall: slight
41.1179,-74.5704,24.4,Thunderstorm: slight or moderate
40.9488,-75.5028,-7.7,Fog
39.619,-75.2074,26.0,Fog
41.3396,-74.0827,29.1,Fog
39.0273,-75.3918,33.5,Clear sky
40.1213,-73.9182,-3.7,Rain: moderate
39.5535,-75.02,6.8,Thunderstorm: slight or moderate
39.6715,-75.0065,2.0,Rain: slight
41.2077,-74.7171,20.5,Drizzle: moderate
39.762,-74.0929,-9.1,Rain: slight
40.6309,-75.3723,14.3,Thunderstorm: slight or moderate
40.072,-74.0474,15.8,Rain: moderate
39.9509,-74.7946,24.2,Partly cloudy
40.9739,-74.8957,1.2,Fog
40.5592,-75.5446,21.3,Drizzle: moderate
40.6,-74.4506,8.5,Clear sky
41.2359,-74.4237,4.6,Rain: moderate
40.5884,-75.302,6.4,Drizzle: light
40.2459,-73.9811,17.2,Overcast
39.0889,-73.9267,19.5,Partly cloudy
40.3054,-75.3377,5.3,Mainly clear
40.2824,-74.6462,17.6,Thunderstorm: slight or moderate
40.9824,-75.132,-6.0,Fog
40.6483,-74.4095,-6.6,Clear sky
39.1129,-74.6791,33.1,Mainly clear
39.53,-74.095,-4.3,Thunderstorm: slight or moderate
39.5931,-73.9073,1.0,Snow fall: slight
39.5379,-75.1066,19.4,Clear sky
39.6943,-75.3476,18.3,Partly cloudy
38.9522,-75.3116,-6.1,Drizzle: moderate
39.4467,-75.5435,23.9,Mainly clear
39.7518,-74.1894,-5.1,Drizzle: light
39.0434,-75.0769,33.6,Snow fall: slight
40.1388,-75.5167,19.4,Overcast
39.4815,-74.9301,19.7,Partly cloudy
39.98,-75.4382,-8.3,Partly cloudy
39.9457,-75.5161,27.9,Clear sky
39.8589,-75.29,21.5,Partly cloudy
39.1171,-74.6023,7.4,Drizzle: moderate
39.7759,-74.8027,-1.3,Snow fall: slight
39.8912,-75.5078,-3.7,Drizzle: moderate
41.3839,-74.6433,23.4,Fog
41.2149,-75.0382,19.8,Snow fall: slight
40.1196,-75.1796,-4.0,Rain: moderate
40.1404,-74.4675,23.6,Fog
40.0052,-73.9965,29.5,Drizzle: moderate
41.38,-74.6837,32.1,Fog
38.9754,-75.408,-3.8,Drizzle: moderate
39.1317,-74.5613,33.9,Drizzle: light
39.8407,-73.9487,3.2,Partly cloudy
41.3288,-74.3131,2.2,Overcast
39.8466,-75.1678,22.4,Rain: moderate
40.9438,-73.9215,31.8,Mainly clear
41.1557,-74.4654,-9.5,Drizzle: moderate
39.9672,-75.0461,-7.8,Fog
39.8658,-74.519,6.6,Fog
39.5546,-74.9396,6.9,Drizzle: moderate
40.0723,-74.0562,32.4,Rain: moderate
40.2577,-74.6537,28.0,Partly cloudy
39.3282,-74.9709,2.6,Mainly clear
39.1204,-74.8591,2.2,Rain: moderate
39.4834,-75.3612,14.7,Fog
39.1824,-74.5608,6.2,Drizzle: light
40.3993,-74.4862,30.6,Drizzle: moderate
40.6199,-74.4633,10.3,Snow fall: slight
40.2379,-74.7658,-2.1,Drizzle: light
40.3556,-74.602,-7.8,Drizzle: light
40.791,-74.1412,12.6,Thunderstorm: slight or moderate
41.0886,-74.2514,32.9,Rain: moderate
39.7152,-75.5674,19.6,Snow fall: slight
41.2819,-74.5448,5.2,Rain: slight
41.2822,-75.5961,16.1,Clear sky
40.6695,-74.7186,32.5,Thunderstorm: slight or moderate
39.4745,-74.9342,16.3,Clear sky
39.9243,-74.9909,-6.6,Drizzle: light
40.1874,-74.038,6.2,Overcast
39.7474,-74.5219,12.8,Thunderstorm: slight or moderate
39.4,-75.5219,5.7,Fog
40.5559,-73.9326,26.8,Overcast
39.2881,-74.202,22.5,Drizzle: light
40.6007,-74.9548,2.1,Mainly clear
41.2035,-74.0282,12.0,Drizzle: light
41.0768,-74.8881,24.7,Mainly clear
40.7139,-74.5602,20.9,Overcast
39.8706,-74.0334,7.5,Thunderstorm: slight or moderate
39.2395,-74.6506,20.7,Rain: slight
40.1842,-74.8182,8.9,Drizzle: light
39.8948,-74.7182,7.3,Thunderstorm: slight or moderate
40.5473,-75.492,10.0,Thunderstorm: slight or moderate
40.4703,-74.6649,-0.6,Rain: slight
39.2016,-74.1769,-8.1,Overcast
39.2954,-75.0364,7.1,Drizzle: moderate
39.9645,-75.3999,25.0,Mainly clear
39.5902,-74.868,21.1,Overcast
41.1761,-74.8904,27.0,Rain: slight
40.3237,-74.4718,33.9,Snow fall: slight
40.9751,-75.0405,19.4,Drizzle: light
40.6975,-74.2799,-0.0,Drizzle: moderate
39.3941,-74.2363,-3.4,Rain: slight
41.2028,-73.901,20.6,Partly cloudy
39.1916,-75.4478,-5.7,Thunderstorm: slight or moderate
39.9891,-74.7924,20.2,Snow fall: slight
39.3201,-75.3488,1.5,Drizzle: moderate
40.1504,-75.2673,30.6,Snow fall: slight
39.3397,-74.61,32.1,Rain: moderate
40.8206,-75.1826,-6.5,Partly cloudy
38.9595,-74.7514,-8.9,Snow fall: slight
41.1881,-74.144,0.3,Rain: moderate
39.2032,-75.2337,-0.4,Clear sky
39.6021,-75.2521,33.3,Drizzle: moderate
39.5017,-74.8457,-8.9,Overcast
40.9486,-74.4123,6.4,Rain: moderate
38.9116,-74.9513,11.4,Overcast
40.4175,-74.0457,30.1,Drizzle: moderate
40.4899,-73.9736,11.6,Mainly clear
40.8047,-74.636,16.5,Overcast
39.1979,-74.6484,15.7,Drizzle: light
41.2576,-75.0829,-2.7,Thunderstorm: slight or moderate
40.5252,-73.9076,27.1,Mainly clear
39.5804,-74.0354,14.4,Drizzle: moderate
40.5569,-75.2333,-3.8,Fog
40.2559,-74.5167,-6.5,Partly cloudy
39.8177,-75.0955,9.7,Snow fall: slight
41.3023,-75.5474,31.1,Clear sky
40.9218,-74.372,15.7,Overcast
40.3936,-74.4695,-9.5,Fog
40.8615,-74.8244,27.5,Thunderstorm: slight or moderate
39.5831,-74.1881,30.6,Overcast
39.2785,-74.0097,27.6,Rain: slight
39.2188,-73.9491,12.8,Thunderstorm: slight or moderate
41.0089,-74.8022,4.9,Rain: moderate
41.1248,-74.7806,4.8,Overcast
40.882,-74.7301,-1.3,Fog
39.7803,-74.0599,27.7,Drizzle: moderate
40.4938,-74.4256,-5.1,Overcast
39.6396,-75.5215,11.0,Drizzle: light
40.3468,-74.3331,33.7,Mainly clear
39.4309,-75.1135,-0.7,Thunderstorm: slight or moderate
40.1432,-74.7056,14.0,Clear sky
40.9483,-74.1011,-7.9,Fog
39.2869,-74.9372,21.9,Overcast
40.7628,-74.7808,24.5,Drizzle: moderate
39.9423,-75.4885,22.1,Rain: slight
40.1843,-75.5146,31.4,Fog
40.5575,-74.883,21.9,Drizzle: moderate
40.755,-75.0353,32.3,Rain: slight
39.1296,-74.2859,11.4,Drizzle: light
39.6486,-73.9392,33.8,Fog
40.8981,-74.6268,-2.3,Snow fall: slight
41.2429,-74.2649,9.0,Rain: slight
39.6041,-74.9278,-6.0,Clear sky
40.5748,-75.5199,17.5,Mainly clear
40.9991,-74.2131,7.4,Rain: moderate
39.4704,-74.6375,-1.9,Mainly clear
39.8057,-74.3607,30.2,Partly cloudy
40.4413,-74.5697,30.3,Partly cloudy
40.8424,-75.0592,23.5,Drizzle: light
39.1624,-75.5475,31.9,Rain: slight
40.8059,-75.2237,17.9,Drizzle: moderate
40.3007,-74.1681,-2.7,Drizzle: light
39.5397,-75.2534,17.2,Rain: slight
40.4838,-74.8334,-3.1,Partly cloudy
40.5892,-75.5189,23.7,Snow fall: slight
39.76,-75.2322,6.4,Mainly clear
40.347,-75.3306,24.3,Fog
40.0616,-74.3276,34.9,Fog
41.2338,-74.3392,16.1,Thunderstorm: slight or moderate
41.379,-74.154,20.7,Clear sky
41.2615,-73.9311,-0.0,Overcast
39.4025,-74.954,29.4,Clear sky
40.0639,-75.2583,-6.1,Fog
41.178,-75.1778,5.1,Clear sky
40.7763,-75.271,-0.3,Clear sky
40.9272,-75.1119,-2.5,Snow fall: slight
40.7565,-74.3795,23.2,Fog
39.1851,-75.304,11.0,Rain: moderate
40.9476,-74.0948,32.6,Partly cloudy
39.9127,-74.5472,27.1,Thunderstorm: slight or moderate
40.5412,-74.1505,-3.0,Drizzle: light
40.7902,-74.9944,28.8,Clear sky
39.913,-75.5577,9.0,Rain: slight
40.8564,-74.0327,23.6,Snow fall: slight
40.902,-74.7854,15.6,Rain: moderate
39.8002,-75.2461,-3.9,Rain: slight
40.4859,-75.0892,-3.8,Fog
40.3366,-73.952,11.6,Partly cloudy
39.12,-75.5261,3.0,Partly cloudy
39.9117,-74.5291,-4.4,Snow fall: slight
39.0459,-74.9443,17.0,Snow fall: slight
39.528,-74.583,-5.2,Rain: moderate
39.5164,-74.4775,22.9,Rain: slight
39.6579,-74.0682,23.8,Rain: slight
41.0977,-74.6799,-1.9,Fog
39.6838,-75.5605,-3.6,Thunderstorm: slight or moderate
40.1626,-74.2982,34.4,Drizzle: light
41.1936,-74.4539,3.1,Thunderstorm: slight or moderate
39.7982,-75.4714,29.1,Drizzle: moderate
39.7134,-74.5918,17.6,Drizzle: light
40.8693,-74.0992,13.8,Drizzle: light
39.1199,-75.5742,17.8,Thunderstorm: slight or moderate
39.245,-74.3489,25.0,Drizzle: moderate
40.3346,-74.2397,-0.3,Mainly clear
41.0952,-74.5847,13.5,Clear sky
38.9288,-74.7948,12.1,Fog
41.2603,-75.1762,1.1,Partly cloudy
39.8376,-74.1138,23.1,Snow fall: slight
39.0121,-74.2338,4.3,Thunderstorm: slight or moderate
39.792,-74.8003,-0.6,Mainly clear
39.3001,-74.6612,9.3,Partly cloudy
39.2755,-74.8152,15.5,Fog
39.3938,-74.4638,-5.0,Snow fall: slight
39.3052,-74.3076,3.3,Overcast
40.6116,-74.4863,34.8,Drizzle: moderate
39.1673,-74.5626,11.3,Clear sky
39.7877,-75.489,7.9,Overcast
39.0789,-75.4032,27.0,Snow fall: slight
39.6976,-74.1109,-4.6,Rain: moderate
39.4337,-74.9214,-1.6,Rain: slight
40.1622,-74.26,18.7,Overcast
40.1043,-74.8755,30.1,Clear sky
39.3845,-74.6703,23.9,Rain: moderate
40.0392,-74.4027,19.8,Snow fall: slight
39.1504,-74.1419,1.1,Drizzle: light
39.8746,-75.1617,15.9,Rain: moderate
39.2114,-75.0232,25.4,Thunderstorm: slight or moderate
40.1135,-75.021,9.2,Overcast
41.3723,-74.4377,9.7,Rain: moderate
40.8585,-73.9505,21.9,Drizzle: light
41.025,-75.4717,7.1,Partly cloudy
40.2144,-75.3445,-9.1,Rain: slight
40.9561,-75.0631,9.3,Rain: slight
40.9794,-74.0197,1.3,Clear sky
39.4946,-74.9348,1.3,Partly cloudy
40.1982,-73.9146,-8.7,Mainly clear
40.8679,-75.2391,11.1,Fog
39.4784,-74.1206,28.9,Fog
39.9849,-74.2268,31.4,Snow fall: slight
40.8896,-74.3857,17.9,Rain: slight
41.193,-75.4612,14.4,Rain: slight
40.7895,-75.4652,4.7,Partly cloudy
41.1305,-75.5663,-7.6,Partly cloudy
41.1805,-74.0358,32.1,Clear sky
39.7779,-75.3705,-4.8,Drizzle: light
41.0366,-75.1036,34.0,Rain: moderate
39.419,-74.3488,12.0,Snow fall: slight
40.7179,-75.1246,-8.8,Snow fall: slight
39.8944,-74.1129,17.2,Rain: slight
39.7539,-74.5057,-9.9,Fog
41.1706,-74.607,9.7,Thunderstorm: slight or moderate
40.1358,-75.431,14.0,Partly cloudy
40.0743,-74.6066,6.5,Rain: slight
40.921,-74.7546,-3.7,Rain: slight
39.0161,-75.0669,21.3,Partly cloudy
41.042,-74.2043,33.6,Fog
39.5618,-74.0248,27.9,Thunderstorm: slight or moderate
40.281,-75.4252,-7.4,Rain: moderate
40.915,-74.441,18.9,Drizzle: moderate
40.3363,-75.2253,15.1,Snow fall: slight
41.1425,-74.0168,-5.0,Rain: slight
41.0642,-74.1054,27.6,Partly cloudy
40.5376,-74.4082,29.5,Thunderstorm: slight or moderate
39.6863,-74.9773,14.5,Rain: slight
41.3525,-75.4141,22.0,Rain: slight
40.1643,-75.224,-2.7,Thunderstorm: slight or moderate
40.4103,-74.4603,-6.3,Partly cloudy
40.0828,-74.6118,32.8,Drizzle: light
41.3177,-74.9006,12.1,Fog
40.3642,-74.9777,-8.7,Rain: slight
41.3625,-74.4902,-6.2,Rain: moderate
39.137,-74.9454,-8.6,Rain: slight
39.8159,-74.9075,-8.1,Rain: moderate
41.0022,-75.2115,31.2,Rain: slight
39.3614,-75.28,1.8,Rain: slight
40.2932,-74.8947,28.8,Fog
39.1599,-75.2951,18.3,Thunderstorm: slight or moderate
39.1167,-74.486,26.1,Mainly clear
39.335,-74.4902,13.9,Partly cloudy
40.5627,-74.3274,19.5,Drizzle: light
40.1502,-74.7755,19.7,Partly cloudy
39.7093,-74.7737,35.0,Drizzle: moderate
40.5511,-75.4472,25.4,Mainly clear
38.9056,-75.591,10.6,Clear sky
38.9858,-74.8518,-0.3,Snow fall: slight
39.3479,-75.1214,29.2,Snow fall: slight
39.4253,-74.5896,-3.9,Rain: moderate
40.0019,-74.6653,4.5,Partly cloudy
38.9305,-75.3589,-6.5,Mainly clear
39.6652,-75.1353,15.5,Drizzle: light
40.1322,-74.5488,8.2,Overcast
40.0555,-74.1996,25.0,Overcast
40.6318,-74.921,-9.8,Drizzle: light
39.7252,-74.177,20.2,Drizzle: moderate
40.9923,-74.1055,31.3,Fog
40.4467,-73.9564,15.2,Clear sky
41.0454,-75.0893,5.4,Fog
