incident_id,date,lat,lon,crime_type
1653,2022-03-04,40.37,-75.5048,Kidnapping
1654,2020-12-11,39.5804,-73.9309,Assault
1655,2015-10-04,39.3127,-74.3767,Domestic Violence
1656,2021-04-28,40.5916,-75.2125,DUI
1657,2012-09-25,39.052,-74.2579,Domestic Violence
1658,2010-04-25,39.7266,-74.8521,Sexual Assault
1659,2010-12-29,40.8821,-74.7588,Human Trafficking
1660,2022-01-11,41.2226,-74.283,DUI
1661,2016-02-01,40.9111,-75.5962,Fraud
1662,2019-06-18,40.168,-75.5061,DUI
1663,2024-08-22,38.9857,-74.6378,Public Intoxication
1664,2012-01-03,41.1499,-74.0549,Domestic Violence
1665,2015-04-28,39.3296,-74.1046,Theft
1666,2014-08-24,39.2159,-74.362,Homicide
1667,2019-03-04,40.9523,-74.0318,Robbery
1668,2014-06-01,40.4875,-75.0375,Domestic Violence
1669,2013-10-17,40.3736,-74.2283,Cybercrime
1670,2012-12-04,40.4277,-74.4462,Drug Possession
1671,2019-04-03,41.1083,-74.3902,Cybercrime
1672,2017-04-11,40.6227,-75.4263,Arson
1673,2022-07-17,39.7156,-74.2983,Public Intoxication
1674,2013-04-12,40.3496,-74.7428,Weapons Violation
1675,2017-06-19,40.3978,-74.3403,Assault
1676,2024-02-17,40.7055,-74.8621,Sexual Assault
1677,2014-08-30,39.6304,-74.0796,DUI
1678,2013-06-02,41.344,-75.2619,Fraud
1679,2018-10-09,38.9248,-74.0383,Robbery
1680,2017-08-15,40.0076,-74.517,Drug Possession
1681,2016-03-01,41.3218,-75.3128,Identity Theft
1682,2020-12-13,39.6106,-74.2927,Human Trafficking
1683,2010-03-05,40.4715,-74.7564,Vandalism
1684,2017-07-07,39.663,-74.3473,Weapons Violation
1685,2024-10-17,40.1739,-74.1598,Identity Theft
1686,2011-10-07,41.0312,-74.254,Trespassing
1687,2010-12-09,39.024,-74.9076,Vandalism
1688,2013-12-08,40.9768,-75.5915,Robbery
1689,2011-11-05,40.6705,-74.412,DUI
1690,2010-05-03,40.7024,-74.8811,Vandalism
1691,2020-05-19,40.7273,-74.7265,Cybercrime
1692,2014-09-03,41.2865,-74.0128,DUI
1693,2021-07-20,40.8152,-73.9465,Cybercrime
1694,2015-11-17,39.2255,-74.0212,Vandalism
1695,2010-05-10,40.7594,-73.9595,Domestic Violence
1696,2012-12-29,39.9317,-74.4348,Shoplifting
1697,2022-10-06,39.0441,-74.4573,Fraud
1698,2023-07-28,40.8712,-74.2374,Trespassing
1699,2022-07-14,40.2112,-74.0594,Vandalism
1700,2013-10-20,41.2865,-75.3943,Fraud
1701,2015-07-23,40.1109,-74.4206,Theft
1702,2024-09-20,39.2701,-74.1687,Burglary
1703,2021-04-19,40.2209,-74.4493,Domestic Violence
1704,2011-02-01,39.5496,-75.5936,Identity Theft
1705,2022-01-05,39.0612,-74.6973,Trespassing
1706,2019-06-28,39.5281,-75.3073,Arson
1707,2024-10-13,39.3332,-75.2689,Domestic Violence
1708,2011-07-21,41.2752,-74.8845,Fraud
1709,2024-01-14,39.3692,-75.4492,Kidnapping
1710,2012-12-21,39.0103,-75.4869,Homicide
1711,2016-01-30,39.7238,-74.1533,Cybercrime
1712,2011-09-18,40.088,-75.3747,Drug Possession
1713,2019-01-31,40.4778,-75.1562,Trespassing
1714,2017-08-02,38.9485,-75.5307,Homicide
1715,2024-02-17,40.2409,-75.0813,Robbery
1716,2012-03-21,39.2146,-74.4573,Assault
1717,2010-03-19,40.7327,-74.4022,Drug Possession
1718,2011-05-23,40.8199,-74.9266,Cybercrime
1719,2019-04-28,40.8466,-75.5827,Cybercrime
1720,2019-08-08,40.2316,-74.8786,Homicide
1721,2011-04-08,39.9596,-74.9763,Burglary
1722,2014-09-23,39.5243,-75.3454,Assault
1723,2022-02-18,38.9588,-75.2985,Weapons Violation
1724,2021-06-10,40.7586,-75.4723,Trespassing
1725,2018-09-16,39.2425,-74.6892,Burglary
1726,2024-01-11,39.8685,-75.4847,Human Trafficking
1727,2024-06-21,40.0365,-75.1231,Arson
1728,2018-09-30,40.6517,-74.6581,Assault
1729,2024-09-26,40.9389,-73.9749,Fraud
1730,2016-01-21,39.8747,-75.3096,Theft
1731,2011-08-01,40.4006,-74.578,DUI
1732,2015-06-10,40.524,-75.0902,Arson
1733,2019-03-07,38.9503,-75.2994,Burglary
1734,2011-09-14,41.2466,-74.8015,Homicide
1735,2013-03-13,39.027,-74.5665,Theft
1736,2020-12-16,40.0077,-74.6828,Shoplifting
1737,2019-08-06,40.3647,-75.0119,DUI
1738,2017-10-17,40.416,-75.2164,Burglary
1739,2019-04-06,39.9656,-75.4364,Weapons Violation
1740,2020-10-07,40.5346,-75.4209,Sexual Assault
1741,2019-07-28,41.1078,-74.2396,Shoplifting
1742,2020-02-02,41.3457,-74.8914,Burglary
1743,2019-04-09,39.579,-75.5161,Shoplifting
1744,2011-06-10,39.2516,-75.0204,Public Intoxication
1745,2023-01-16,40.2972,-74.6828,Kidnapping
1746,2017-09-26,41.2357,-74.598,Identity Theft
1747,2023-07-01,41.2995,-75.3107,Arson
1748,2012-07-19,40.146,-75.4483,Cybercrime
1749,2023-06-21,39.6916,-74.0368,Shoplifting
1750,2010-02-22,40.4001,-74.5024,Shoplifting
1751,2014-03-03,39.6175,-74.914,DUI
1752,2017-03-17,39.6854,-75.4882,Public Intoxication
1753,2017-11-23,40.392,-75.487,Human Trafficking
1754,2021-04-24,40.6396,-74.7726,Burglary
1755,2013-06-18,40.0622,-74.2753,Shoplifting
1756,2017-09-09,41.2838,-75.4269,DUI
1757,2016-08-10,40.178,-74.8544,Public Intoxication
1758,2016-05-17,39.5153,-73.9389,Sexual Assault
1759,2020-12-09,40.0361,-74.9865,Vandalism
1760,2016-05-26,39.4974,-74.167,Human Trafficking
1761,2010-01-27,40.2018,-74.0266,Public Intoxication
1762,2023-06-27,40.3088,-74.7375,Vandalism
1763,2012-08-10,41.3998,-75.2384,Theft
1764,2012-10-09,39.6317,-74.0901,Identity Theft
1765,2019-04-11,39.7827,-75.1857,Robbery
1766,2014-08-28,39.1548,-74.9971,Weapons Violation
1767,2014-07-17,41.3086,-75.3372,Identity Theft
1768,2010-01-21,39.195,-75.0379,Weapons Violation
1769,2022-04-13,39.7386,-74.6342,Shoplifting
1770,2014-12-10,39.3492,-74.3977,Sexual Assault
1771,2022-06-04,40.271,-75.0207,Kidnapping
1772,2024-08-14,41.0523,-75.4723,Theft
1773,2017-09-16,40.0882,-75.0789,Weapons Violation
1774,2012-02-29,40.1531,-74.2179,Assault
1775,2010-11-28,40.9763,-75.3727,DUI
1776,2015-12-02,39.0478,-75.0208,Shoplifting
1777,2021-01-25,40.4156,-75.3268,Trespassing
1778,2017-07-11,40.724,-74.3895,Public Intoxication
1779,2023-11-28,38.9109,-75.2056,Drug Possession
1780,2011-02-09,39.7177,-75.2829,DUI
1781,2011-11-28,40.1282,-75.3148,Shoplifting
1782,2010-04-04,40.9766,-74.4917,Trespassing
1783,2015-02-02,41.1673,-74.0813,Burglary
1784,2014-04-08,40.447,-74.1904,Domestic Violence
1785,2013-06-10,40.3614,-74.4759,Burglary
1786,2011-07-24,40.0526,-74.8817,Assault
1787,2011-11-22,40.521,-74.6912,Vandalism
1788,2010-06-25,40.2777,-74.6234,DUI
1789,2024-09-10,40.0159,-74.3526,Public Intoxication
1790,2017-08-04,39.0511,-75.1524,Kidnapping
1791,2014-11-15,40.4841,-75.1485,DUI
1792,2012-07-06,38.9554,-75.17,DUI
1793,2010-09-25,39.6612,-74.2251,Homicide
1794,2010-01-03,41.2599,-74.9669,Public Intoxication
1795,2014-07-07,40.4147,-74.9729,Burglary
1796,2016-01-27,39.5959,-75.4454,Identity Theft
1797,2021-08-27,40.161,-75.3675,Weapons Violation
1798,2021-04-14,39.4703,-74.3555,Trespassing
1799,2016-06-09,40.4416,-75.2854,Vandalism
1800,2018-09-25,40.9082,-74.8117,Public Intoxication
1801,2017-05-03,40.2822,-74.996,Weapons Violation
1802,2024-11-09,39.065,-75.3092,Arson
1803,2019-01-09,40.9805,-74.5641,Sexual Assault
1804,2024-11-30,39.8692,-74.5054,Vandalism
1805,2022-02-09,40.8294,-75.0233,Shoplifting
1806,2013-12-07,40.1267,-74.9324,Robbery
1807,2021-05-09,40.2333,-73.9235,Cybercrime
1808,2014-11-19,41.2695,-74.166,Fraud
1809,2020-02-04,39.6265,-75.3138,Drug Possession
1810,2012-06-06,39.3144,-74.6026,Theft
1811,2010-07-27,39.2957,-74.6839,Trespassing
1812,2010-09-17,40.759,-75.1998,Sexual Assault
1813,2011-01-07,39.6095,-74.3444,DUI
1814,2011-02-13,41.2387,-75.3257,Trespassing
1815,2019-05-22,40.8147,-74.3229,Robbery
1816,2017-02-07,41.3377,-74.7962,Public Intoxication
1817,2012-07-29,39.1926,-74.0495,Drug Possession
1818,2023-03-03,40.8343,-75.449,Theft
1819,2013-01-28,41.0474,-74.9436,Weapons Violation
1820,2017-01-29,39.1906,-74.1537,Burglary
1821,2017-09-23,40.9512,-74.1209,Robbery
1822,2014-01-07,40.3303,-74.5548,Human Trafficking
1823,2021-03-07,39.7366,-75.3418,Arson
1824,2013-07-12,39.844,-75.2209,Identity Theft
1825,2018-04-30,40.0057,-74.4894,Trespassing
1826,2013-08-27,39.6775,-74.5361,Sexual Assault
1827,2010-05-25,40.7811,-74.6139,Sexual Assault
1828,2011-08-07,40.0168,-74.8356,Burglary
1829,2017-08-26,39.3974,-74.6422,Weapons Violation
1830,2021-09-11,39.1922,-74.0692,DUI
1831,2012-04-24,40.1812,-75.0477,Weapons Violation
1832,2020-11-13,40.9292,-75.1322,Identity Theft
1833,2012-12-24,40.082,-74.4378,Arson
1834,2022-07-25,39.6136,-75.49,Domestic Violence
1835,2017-08-24,41.1031,-75.1906,Public Intoxication
1836,2010-02-15,41.0741,-74.6356,Trespassing
1837,2017-05-18,40.0864,-74.9923,Shoplifting
1838,2014-10-12,40.1815,-74.612,Cybercrime
1839,2021-10-17,40.4193,-74.4641,Vandalism
1840,2016-06-30,39.5528,-74.6211,Arson
1841,2014-03-02,40.6602,-75.1499,Assault
1842,2022-04-13,40.6832,-74.4919,Sexual Assault
1843,2022-11-08,40.9664,-75.5304,Arson
1844,2022-03-08,40.4275,-75.1668,Drug Possession
1845,2020-09-11,40.9718,-75.2369,Weapons Violation
1846,2019-04-19,40.6141,-75.5041,Theft
1847,2023-01-26,39.613,-74.2844,Robbery
1848,2021-09-30,39.0207,-74.9191,Burglary
1849,2014-05-24,41.3455,-75.4705,Human Trafficking
1850,2015-11-29,40.531,-74.18,Theft
1851,2023-04-02,39.0376,-75.104,Trespassing
1852,2014-04-30,40.2758,-75.124,DUI
1853,2014-04-29,39.4683,-74.0492,Arson
1854,2018-07-29,40.6376,-74.7024,Theft
1855,2018-05-05,39.5526,-75.2269,Identity Theft
1856,2021-01-29,40.6693,-74.8034,Vandalism
1857,2017-02-21,39.7589,-73.9448,Weapons Violation
1858,2024-04-02,40.3243,-75.5143,Human Trafficking
1859,2018-08-15,41.3822,-74.4157,Theft
1860,2011-01-24,39.7391,-75.4323,Public Intoxication
1861,2023-11-10,40.0612,-75.0306,Vandalism
1862,2021-08-16,39.8703,-74.1529,Kidnapping
1863,2020-05-11,38.9245,-75.1168,Shoplifting
1864,2017-07-09,41.0256,-74.8662,Human Trafficking
1865,2019-09-26,39.4985,-74.7412,DUI
1866,2021-05-01,39.0062,-74.2476,Drug Possession
1867,2011-11-10,40.4755,-75.3396,Burglary
1868,2010-08-14,41.3273,-74.0379,Vandalism
1869,2024-01-27,41.1486,-74.0679,Public Intoxication
1870,2014-06-28,39.3017,-74.2219,Shoplifting
1871,2014-10-23,39.832,-74.9509,Cybercrime
1872,2017-11-13,40.4455,-74.6583,Cybercrime
1873,2015-11-06,41.3328,-74.013,Trespassing
1874,2022-11-30,39.8409,-75.4118,Vandalism
1875,2015-08-04,40.897,-75.31,Weapons Violation
1876,2012-05-13,41.308,-75.5394,Homicide
1877,2012-05-10,39.9171,-74.6824,DUI
1878,2020-07-30,39.1135,-74.3282,Fraud
1879,2021-12-10,39.128,-74.4751,Cybercrime
1880,2021-09-07,41.0472,-74.5833,Weapons Violation
1881,2012-05-22,39.5229,-75.3694,Public Intoxication
1882,2011-01-18,40.0428,-74.884,Domestic Violence
1883,2016-10-16,39.9201,-74.0532,Sexual Assault
1884,2015-01-25,39.2163,-74.7076,Shoplifting
1885,2023-07-28,40.7076,-75.4058,DUI
1886,2024-05-14,39.6273,-75.2128,Cybercrime
1887,2011-01-13,39.4642,-75.5804,Robbery
1888,2018-08-24,39.6409,-74.4786,Homicide
1889,2024-11-23,40.4023,-75.3773,Domestic Violence
1890,2016-07-27,40.2814,-74.9138,Arson
1891,2010-10-08,40.683,-74.2327,Theft
1892,2018-09-11,39.272,-74.3173,Identity Theft
1893,2018-10-01,40.7912,-74.3147,Homicide
1894,2020-11-07,39.2971,-74.0037,Assault
1895,2014-12-30,40.881,-74.9242,Human Trafficking
1896,2016-08-20,41.1896,-74.1326,DUI
1897,2019-04-20,40.6201,-75.1415,Shoplifting
1898,2010-05-29,39.4372,-74.0518,Public Intoxication
1899,2013-01-16,40.4804,-74.9963,Public Intoxication
1900,2021-09-07,40.2296,-75.2304,Vandalism
1901,2010-03-30,40.796,-75.0665,Public Intoxication
1902,2024-10-18,41.1009,-74.8132,Sexual Assault
1903,2022-11-20,40.4229,-73.9907,Robbery
1904,2014-04-14,39.2456,-75.1076,Assault
1905,2024-11-28,39.3662,-75.1092,DUI
1906,2024-10-03,40.4814,-74.1018,Human Trafficking
1907,2014-04-01,39.5521,-74.4935,Kidnapping
1908,2018-05-25,40.0158,-75.3047,Kidnapping
1909,2010-07-08,39.8349,-74.0207,Fraud
1910,2023-04-30,40.887,-74.6394,Kidnapping
1911,2013-05-04,40.8484,-74.0882,Burglary
1912,2016-11-10,40.8377,-74.2441,Sexual Assault
1913,2021-04-16,40.3341,-74.6469,Drug Possession
1914,2018-11-07,41.3157,-74.3216,Public Intoxication
1915,2014-04-01,40.4456,-75.214,DUI
1916,2014-04-25,39.2547,-74.2629,Sexual Assault
1917,2019-11-13,39.9072,-74.5988,DUI
1918,2012-08-20,40.2538,-75.4884,Robbery
1919,2023-06-10,39.3032,-74.9032,Weapons Violation
1920,2024-09-13,40.101,-75.3413,Weapons Violation
1921,2011-05-19,39.6504,-74.3683,Arson
1922,2016-05-12,39.6456,-75.4121,Fraud
1923,2021-10-16,38.9462,-74.4591,Trespassing
1924,2024-05-08,39.7776,-75.1265,Robbery
1925,2021-10-14,39.0455,-74.672,Kidnapping
1926,2011-07-29,41.1322,-73.9064,Assault
1927,2011-11-21,39.439,-74.6618,Vandalism
1928,2015-07-03,39.7824,-75.5392,Public Intoxication
1929,2023-04-02,39.0344,-75.4038,Drug Possession
1930,2024-02-10,40.5303,-75.4171,Robbery
1931,2022-07-05,39.4821,-74.4535,Weapons Violation
1932,2016-07-22,39.8111,-75.2538,Domestic Violence
1933,2015-07-16,40.2503,-74.309,Public Intoxication
1934,2012-08-31,40.5052,-74.7738,Drug Possession
1935,2023-06-07,41.1042,-73.9149,Weapons Violation
1936,2023-09-19,40.0325,-74.201,Sexual Assault
1937,2024-02-21,40.4827,-75.4565,Homicide
1938,2021-06-10,39.1219,-74.7243,DUI
1939,2015-05-29,40.8371,-74.0607,Sexual Assault
1940,2010-06-02,41.376,-74.0952,Kidnapping
1941,2019-05-16,39.1936,-74.058,Identity Theft
1942,2010-02-04,39.0899,-75.2981,Public Intoxication
1943,2018-02-16,40.6312,-74.5781,Vandalism
1944,2023-01-12,40.2205,-74.7312,Kidnapping
1945,2014-09-21,40.7151,-75.456,Homicide
1946,2020-07-24,41.1271,-75.269,Vandalism
1947,2015-08-03,40.3144,-75.4472,Arson
1948,2015-02-28,40.6268,-74.1163,Fraud
1949,2021-02-18,39.1125,-74.8385,Human Trafficking
1950,2011-08-02,40.7219,-74.3373,Trespassing
1951,2019-05-24,39.4262,-73.9939,Shoplifting
1952,2024-12-21,40.7274,-74.2963,Sexual Assault
1953,2017-11-27,40.1064,-74.103,Sexual Assault
1954,2010-01-25,40.2815,-74.16,Vandalism
1955,2012-04-30,39.4782,-74.6511,Drug Possession
1956,2013-06-01,40.736,-73.9235,Burglary
1957,2012-08-06,40.6933,-74.2852,Arson
1958,2016-09-24,40.956,-75.5958,Assault
1959,2010-06-12,39.1748,-74.3963,Identity Theft
1960,2024-04-17,41.0476,-74.6069,Shoplifting
1961,2013-04-11,40.8014,-74.0077,Homicide
1962,2022-01-01,39.4326,-75.2979,Domestic Violence
1963,2017-07-29,40.1915,-73.9236,Human Trafficking
1964,2014-01-21,40.9292,-74.9168,Theft
1965,2010-10-05,40.2375,-75.3922,DUI
1966,2017-01-20,40.4509,-73.9495,Identity Theft
1967,2023-06-28,39.3714,-75.3906,Trespassing
1968,2011-02-18,40.6395,-75.0614,Cybercrime
1969,2011-09-07,40.6331,-75.1296,Drug Possession
1970,2024-05-11,40.0461,-74.5231,Sexual Assault
1971,2010-09-25,39.2673,-74.3976,Weapons Violation
1972,2010-01-21,41.3271,-74.6521,Burglary
1973,2022-11-20,40.5379,-75.5214,Robbery
1974,2015-06-26,39.8283,-74.4296,Weapons Violation
1975,2023-09-21,39.1328,-74.2827,Homicide
1976,2016-07-31,41.1459,-75.5223,Arson
1977,2012-05-12,39.1322,-74.7881,Human Trafficking
1978,2016-01-31,38.9035,-74.7837,Theft
1979,2010-09-03,41.0623,-75.2362,Kidnapping
1980,2012-05-15,40.9322,-75.5537,Shoplifting
1981,2020-11-29,40.3061,-74.3959,Weapons Violation
1982,2016-12-29,39.712,-74.228,Homicide
1983,2023-11-13,38.9659,-74.3864,Weapons Violation
1984,2015-06-15,38.926,-75.4452,Sexual Assault
1985,2017-09-20,39.0932,-74.4491,Weapons Violation
1986,2011-09-29,39.6546,-74.9153,Cybercrime
1987,2022-01-27,41.1041,-75.2715,Human Trafficking
1988,2013-06-24,40.9725,-74.5243,Assault
1989,2023-06-27,40.5813,-73.9788,Human Trafficking
1990,2022-01-07,39.4024,-74.4022,Sexual Assault
1991,2013-11-16,39.2469,-74.1637,Human Trafficking
1992,2018-12-19,40.9759,-74.8767,Robbery
1993,2013-03-23,40.0159,-75.352,Arson
1994,2021-04-15,41.2982,-74.1801,Drug Possession
1995,2017-03-09,40.2767,-75.5241,Shoplifting
1996,2016-08-15,40.6264,-74.6775,Fraud
1997,2020-09-16,39.3055,-73.9653,Sexual Assault
1998,2024-01-31,39.7225,-74.5412,Homicide
1999,2016-09-12,40.0442,-74.6705,Burglary
2000,2016-10-20,39.1983,-75.4496,Robbery
2001,2011-09-14,38.9914,-73.9042,Weapons Violation
2002,2022-06-09,41.3561,-75.5462,Shoplifting
2003,2016-03-16,41.1878,-74.9942,Sexual Assault
2004,2022-05-07,39.0621,-75.5523,Cybercrime
2005,2017-04-05,39.746,-75.4742,Sexual Assault
2006,2017-11-14,40.0135,-74.9089,Cybercrime
2007,2013-03-21,39.0868,-74.5715,Theft
2008,2010-12-31,40.3812,-73.9739,Vandalism
2009,2013-05-16,40.0869,-74.3026,Kidnapping
2010,2017-10-20,39.5086,-75.3613,Vandalism
2011,2020-03-25,40.2101,-74.7133,Public Intoxication
2012,2011-02-13,39.2606,-75.0217,Fraud
2013,2015-08-27,41.3409,-75.3026,Weapons Violation
2014,2022-04-26,41.2385,-75.1593,Burglary
2015,2014-01-21,39.3997,-74.9349,Assault
2016,2017-07-10,38.9668,-74.6258,Human Trafficking
2017,2022-04-17,39.4192,-74.9562,Public Intoxication
2018,2021-05-09,40.7505,-74.9939,Cybercrime
2019,2013-06-13,40.7614,-74.8746,Sexual Assault
2020,2020-11-06,40.1964,-74.0295,Fraud
2021,2022-03-07,39.814,-73.948,Drug Possession
2022,2010-08-19,39.4086,-74.387,Homicide
2023,2012-11-24,39.5601,-74.3871,Arson
2024,2014-07-05,40.6415,-75.0661,Burglary
2025,2015-05-15,40.2972,-74.9828,Identity Theft
2026,2016-12-21,40.7954,-74.7584,Public Intoxication
2027,2012-08-17,39.4114,-74.7935,DUI
2028,2014-10-15,40.8359,-74.5907,Shoplifting
2029,2015-06-24,39.608,-74.3151,Arson
2030,2018-10-16,39.4563,-74.4869,DUI
2031,2022-12-19,39.4512,-75.4451,Identity Theft
2032,2019-08-23,39.6239,-74.6301,Human Trafficking
2033,2012-03-09,41.0642,-74.6065,Vandalism
2034,2017-08-30,39.3702,-75.2648,Domestic Violence
2035,2024-11-18,40.3123,-74.0175,Fraud
2036,2012-10-20,41.1806,-74.904,Drug Possession
2037,2011-03-01,40.4316,-75.0519,Drug Possession
2038,2019-08-06,41.0778,-75.338,Identity Theft
2039,2010-11-05,38.9493,-74.0158,DUI
2040,2017-09-19,38.964,-75.2058,Human Trafficking
2041,2023-02-09,40.6001,-75.5577,Sexual Assault
2042,2022-02-13,40.2052,-74.6328,Weapons Violation
2043,2022-03-23,40.3991,-73.9786,Kidnapping
2044,2013-02-03,40.3401,-74.7382,Domestic Violence
2045,2024-04-29,39.7378,-75.5107,Identity Theft
2046,2016-01-19,39.0432,-74.4748,Cybercrime
2047,2014-08-19,39.5443,-74.8535,Shoplifting
2048,2021-08-18,39.4881,-75.2599,DUI
2049,2011-11-05,40.8319,-75.2596,Human Trafficking
2050,2021-05-28,40.4224,-74.5605,Cybercrime
2051,2015-12-24,39.0694,-75.3591,Weapons Violation
2052,2023-08-07,40.8215,-74.8915,Burglary
2053,2017-12-17,40.1768,-75.4222,Arson
2054,2022-03-17,41.3285,-74.7476,Trespassing
2055,2012-08-05,39.7031,-75.0283,Sexual Assault
2056,2012-05-25,41.2628,-75.403,Vandalism
2057,2021-02-16,39.3276,-74.9437,Arson
2058,2014-10-09,41.2654,-75.5754,Domestic Violence
2059,2011-12-23,39.1706,-75.2253,Domestic Violence
2060,2011-07-16,39.8812,-74.6413,Sexual Assault
2061,2014-08-24,41.3244,-73.9967,Trespassing
2062,2022-02-28,40.4887,-74.9128,Public Intoxication
2063,2018-12-28,40.135,-74.0015,Kidnapping
2064,2015-08-03,39.5348,-74.9307,Vandalism
2065,2022-01-22,39.2521,-74.1992,Assault
2066,2018-10-06,40.6483,-74.8109,Identity Theft
2067,2017-06-21,40.1822,-74.0539,Human Trafficking
2068,2012-03-31,40.7685,-74.9967,Shoplifting
2069,2014-09-25,39.6939,-75.0559,Drug Possession
2070,2013-05-18,40.6445,-73.9318,Burglary
2071,2017-05-15,39.5333,-74.4573,Identity Theft
2072,2021-02-24,40.946,-75.0391,Human Trafficking
2073,2021-12-03,39.9174,-74.5254,Shoplifting
2074,2023-11-15,41.2559,-75.5018,Cybercrime
2075,2023-11-27,40.0266,-74.2246,Robbery
2076,2017-11-07,39.1652,-75.4588,Cybercrime
2077,2013-05-04,38.9612,-73.9257,Drug Possession
2078,2024-10-20,41.2521,-75.0045,Burglary
2079,2024-01-31,40.5957,-75.4477,Assault
2080,2019-05-09,40.0208,-73.9738,Vandalism
2081,2016-12-19,39.7736,-75.436,Homicide
2082,2019-03-08,40.1618,-74.897,Robbery
2083,2017-08-14,39.7823,-75.1636,Sexual Assault
2084,2014-01-19,39.2371,-73.9115,Human Trafficking
2085,2021-07-22,40.7119,-75.4041,Public Intoxication
2086,2019-02-01,40.5113,-74.5246,Domestic Violence
2087,2011-09-14,40.5547,-73.9076,Robbery
2088,2014-05-19,41.1672,-74.0464,Drug Possession
2089,2015-02-12,39.4748,-74.397,Cybercrime
2090,2019-11-07,38.9099,-75.5851,Homicide
2091,2019-05-30,41.0773,-75.4562,Weapons Violation
2092,2011-05-25,40.8042,-74.5201,Sexual Assault
2093,2024-11-05,39.3035,-74.9478,Shoplifting
2094,2017-05-21,39.1133,-74.1157,Theft
2095,2019-03-11,41.3937,-74.2645,Drug Possession
2096,2020-01-23,40.721,-75.3514,Homicide
2097,2020-11-20,39.0726,-75.459,Human Trafficking
2098,2022-06-24,39.4085,-75.0073,Burglary
2099,2013-06-23,39.2565,-74.819,Cybercrime
2100,2023-08-01,39.2113,-74.713,Human Trafficking
2101,2015-10-13,39.861,-74.2455,Domestic Violence
2102,2017-06-08,40.735,-75.3325,Kidnapping
2103,2022-07-04,40.5715,-74.5887,Robbery
2104,2020-12-26,39.7971,-75.3065,Vandalism
2105,2011-07-25,40.4491,-74.456,Domestic Violence
2106,2014-06-15,39.4496,-74.6316,DUI
2107,2013-01-19,39.1954,-74.4405,Fraud
2108,2014-03-02,39.5845,-74.3405,DUI
2109,2020-03-11,41.2959,-75.1543,Domestic Violence
2110,2014-08-20,39.763,-74.7606,Fraud
2111,2020-08-07,39.1337,-74.2429,Public Intoxication
2112,2016-02-16,39.195,-75.2664,Identity Theft
2113,2019-10-02,41.126,-74.9434,Burglary
2114,2011-12-09,41.1363,-75.2032,Sexual Assault
2115,2011-06-10,40.2031,-74.9605,Arson
2116,2013-09-19,39.2897,-74.5783,Homicide
2117,2011-12-06,40.6809,-75.2295,Identity Theft
2118,2022-10-04,39.9726,-74.6913,Cybercrime
2119,2014-12-25,41.1377,-74.0645,Public Intoxication
2120,2020-05-28,41.3521,-74.6932,Domestic Violence
2121,2020-12-03,40.9167,-75.0531,Public Intoxication
2122,2012-03-07,39.8466,-74.7295,Kidnapping
2123,2013-06-27,40.7889,-74.5825,Cybercrime
2124,2012-09-29,40.9069,-75.3565,Homicide
2125,2023-09-08,39.0829,-74.9449,Kidnapping
2126,2023-01-22,40.6701,-74.6853,Homicide
2127,2017-11-21,41.2957,-74.0282,Assault
2128,2019-10-09,41.2715,-74.8892,Kidnapping
2129,2016-10-16,40.7643,-74.1483,Vandalism
2130,2016-11-20,39.6496,-75.0826,Shoplifting
2131,2022-03-14,39.0641,-75.5471,Fraud
2132,2011-07-19,40.3952,-75.1349,Cybercrime
2133,2014-10-11,41.3564,-74.0726,Theft
2134,2024-09-15,39.8018,-75.2318,Assault
2135,2023-06-05,39.6338,-74.2101,Kidnapping
2136,2012-03-23,40.8057,-74.6308,Vandalism
2137,2020-02-07,41.27,-75.4163,Human Trafficking
2138,2011-03-05,38.9244,-74.4331,Vandalism
2139,2013-06-03,39.4913,-74.13,Domestic Violence
2140,2013-06-10,40.8291,-75.0297,Human Trafficking
2141,2010-05-15,41.1366,-75.1018,Shoplifting
2142,2011-02-04,39.7063,-74.3464,Drug Possession
2143,2023-06-02,41.146,-74.0088,Sexual Assault
2144,2021-03-03,39.6689,-74.1491,Cybercrime
2145,2017-06-24,40.7812,-74.631,Fraud
2146,2015-08-05,39.7784,-75.3002,Drug Possession
2147,2019-12-14,41.2366,-73.9028,Cybercrime
2148,2015-02-11,41.3189,-74.0204,Vandalism
2149,2022-09-17,38.9489,-74.2783,Homicide
2150,2020-08-03,40.7548,-75.4145,Shoplifting
2151,2017-09-02,40.2211,-74.2269,Arson
2152,2012-08-18,39.8429,-74.4118,Assault
2153,2010-08-07,41.3087,-75.2097,Public Intoxication
2154,2019-01-01,41.3635,-75.4407,Assault
2155,2021-10-15,40.3593,-75.2396,Shoplifting
2156,2018-06-13,39.7991,-75.5144,Cybercrime
2157,2014-07-07,40.1163,-75.1054,Human Trafficking
2158,2022-01-27,40.86,-75.2919,Assault
2159,2012-12-25,41.3515,-74.6501,Homicide
2160,2016-06-07,39.0276,-74.9899,Public Intoxication
2161,2018-11-03,40.4422,-75.2826,Trespassing
2162,2017-06-07,38.9258,-74.4398,Assault
2163,2021-08-21,38.9569,-74.4476,Public Intoxication
2164,2010-09-20,40.8224,-75.405,Arson
2165,2020-04-23,40.7947,-75.3243,Arson
2166,2015-03-12,39.1418,-74.9936,Arson
2167,2010-11-06,39.3131,-74.4344,Vandalism
2168,2010-05-14,39.8874,-74.0263,DUI
